,a/c,a/t,c/b,phi,F,Mg
10176,0.8,0.7,0.2,1.79649,1.15876,1.14388
4548,0.45,0.2,0.5,1.82585,1.12846,1.1078
18044,1.9,0.7,0.01,0.75509,0.6854,0.76028
17862,1.9,0.5,0.01,1.79055,0.5511,0.73773
244,0.2,0.4,0.01,1.95005,1.32207,1.3695
10073,0.8,0.6,0.2,2.10221,1.14018,1.15083
9961,0.8,0.5,0.2,1.04693,1.11304,1.12553
15978,1.6,0.7,0.05,2.69951,0.85917,0.884
2962,0.35,0.4,0.15,0.14837,0.88144,1.42873
11342,1.0,0.5,0.01,0.30457,1.18287,1.18283
2165,0.3,0.5,0.1,0.28954,0.95076,1.48901
16907,1.8,0.2,0.2,0.28575,0.81116,0.81864
17580,1.9,0.2,0.1,0.45903,0.73404,0.76173
5579,0.5,0.4,0.01,2.09334,1.11699,1.17623
8014,0.65,0.2,0.1,1.99483,1.05559,1.08175
17441,1.8,0.7,0.2,1.6526,0.58542,0.76896
4852,0.45,0.5,0.1,0.1243,1.01674,1.48895
5357,0.5,0.2,0.1,0.24657,0.88651,1.20174
16248,1.7,0.3,0.05,2.25977,0.69569,0.78672
10165,0.8,0.7,0.2,0.15028,1.28988,1.41272
11583,1.0,0.7,0.05,1.8013,1.0955,1.09432
14267,1.4,0.5,0.01,1.20185,0.76714,0.88136
95,0.2,0.2,0.2,1.65269,1.16235,1.15847
5576,0.5,0.4,0.01,1.63132,1.16545,1.16622
3841,0.4,0.4,0.1,2.8449,0.91404,1.31406
9954,0.8,0.5,0.2,0.00406,1.19152,1.31569
12144,1.1,0.5,0.15,0.9049,1.01319,1.03512
10832,0.9,0.7,0.01,2.54774,1.16959,1.21115
7164,0.6,0.2,0.2,0.49456,0.96006,1.13371
11339,1.0,0.4,0.2,2.99667,1.21371,1.20171
6263,0.55,0.2,0.15,0.73305,0.987,1.11154
10909,0.9,0.7,0.2,1.49601,1.13225,1.11293
11367,1.0,0.5,0.05,0.90036,1.09762,1.09677
16250,1.7,0.3,0.05,2.55588,0.7589,0.80203
802,0.2,0.8,0.3,0.59526,1.64617,2.05652
13237,1.3,0.2,0.05,1.06432,0.82568,0.90639
2431,0.3,0.7,0.1,2.40419,1.40575,1.66335
8417,0.65,0.5,0.15,2.52991,1.08593,1.21877
220,0.2,0.3,0.2,1.49403,1.25558,1.24804
3296,0.35,0.7,0.01,2.99761,1.16235,1.89823
12514,1.2,0.2,0.01,2.8447,0.99762,1.00424
13950,1.4,0.2,0.01,0.88307,0.80066,0.87297
12829,1.2,0.5,0.05,2.84703,1.05197,1.05804
11194,1.0,0.3,0.15,0.14963,1.17587,1.17097
13179,1.2,0.8,0.15,1.805,0.91221,0.98239
15813,1.6,0.5,0.2,0.01227,0.93205,0.92055
12965,1.2,0.6,0.15,1.20021,0.91263,0.97759
14104,1.4,0.3,0.1,1.93813,0.76275,0.87492
13199,1.2,0.8,0.2,1.64946,0.91128,0.97782
917,0.25,0.2,0.2,2.08643,1.07615,1.14238
18795,2.0,0.7,0.15,0.01247,0.82614,0.81812
6225,0.55,0.2,0.05,1.33989,1.07821,1.08795
8932,0.7,0.3,0.01,1.04663,1.04939,1.08585
5729,0.5,0.5,0.05,2.56496,1.06222,1.27991
6126,0.5,0.8,0.1,2.23757,1.2958,1.40312
13107,1.2,0.8,0.01,0.45088,1.07376,1.08987
4984,0.45,0.6,0.1,1.04737,1.25467,1.32143
6794,0.55,0.6,0.2,1.64697,1.24008,1.22291
9110,0.7,0.4,0.15,2.54898,1.04259,1.15509
14617,1.4,0.8,0.1,0.14944,1.07411,1.07173
15450,1.6,0.2,0.05,2.25035,0.72542,0.81358
2338,0.3,0.6,0.2,1.04724,1.40366,1.47499
1119,0.25,0.4,0.05,0.90828,1.1818,1.31776
1287,0.25,0.5,0.15,0.90704,1.29572,1.43626
13228,1.3,0.2,0.01,2.84742,0.95423,0.96259
8757,0.65,0.8,0.1,0.02942,1.3976,1.72444
7458,0.6,0.5,0.01,0.45562,1.057,1.26727
4990,0.45,0.6,0.1,1.9528,1.27282,1.3059
9208,0.7,0.5,0.15,1.49916,1.14082,1.13364
2187,0.3,0.5,0.15,0.46399,1.02575,1.41017
17445,1.8,0.7,0.2,2.24992,0.69632,0.78361
4961,0.45,0.6,0.05,0.73699,1.18655,1.36872
15276,1.5,0.7,0.15,1.35481,0.71451,0.85457
4707,0.45,0.4,0.05,0.41892,0.95826,1.2593
10130,0.8,0.7,0.1,1.19945,1.14529,1.15427
8228,0.65,0.4,0.01,2.5296,1.0371,1.172
3924,0.4,0.5,0.01,2.70354,1.01368,1.35722
10864,0.9,0.7,0.1,1.05315,1.13308,1.1417
3900,0.4,0.4,0.3,2.25201,1.12288,1.21487
15195,1.5,0.6,0.2,1.80278,0.71775,0.85227
1793,0.3,0.2,0.15,1.1783,1.0926,1.12919
11066,1.0,0.2,0.05,2.99385,1.15209,1.15173
8744,0.65,0.8,0.05,1.20807,1.2081,1.2296
8261,0.65,0.4,0.1,1.22189,1.11158,1.12838
12912,1.2,0.6,0.01,2.70324,1.02946,1.0441
10284,0.8,0.8,0.2,2.24674,1.19565,1.21733
11666,1.0,0.8,0.01,1.65191,1.09156,1.09151
15673,1.6,0.4,0.1,1.03829,0.70634,0.81904
2324,0.3,0.6,0.15,2.09361,1.39985,1.48041
17765,1.9,0.4,0.01,2.99644,0.81463,0.81772
10791,0.9,0.6,0.15,2.70314,1.17437,1.21493
2653,0.35,0.2,0.05,1.0409,1.05366,1.12234
15772,1.6,0.5,0.1,0.14478,0.92026,0.92035
18646,2.0,0.6,0.01,2.8484,0.76714,0.77962
2695,0.35,0.2,0.15,1.0409,1.05431,1.12026
14955,1.5,0.4,0.15,0.45621,0.86431,0.88438
1859,0.3,0.2,0.5,1.6475,1.15106,1.11686
14538,1.4,0.7,0.15,0.90492,0.83942,0.90972
2144,0.3,0.5,0.05,0.28954,0.94867,1.48919
12590,1.2,0.2,0.2,1.63218,0.8711,0.94914
17196,1.8,0.5,0.1,2.70439,0.77919,0.80291
5575,0.5,0.4,0.01,1.51,1.16554,1.16632
12595,1.2,0.2,0.2,2.41206,0.93954,0.96963
5780,0.5,0.5,0.2,0.76417,1.12056,1.25275
17194,1.8,0.5,0.1,2.3971,0.71076,0.77955
9331,0.7,0.6,0.2,1.05401,1.15875,1.18014
9474,0.7,0.8,0.05,0.45058,1.22093,1.39331
18431,2.0,0.4,0.01,2.10761,0.58684,0.71802
8753,0.65,0.8,0.05,2.54835,1.21797,1.38046
10660,0.9,0.5,0.1,1.95192,1.09846,1.10239
1028,0.25,0.3,0.1,3.03381,0.7114,1.36446
14217,1.4,0.4,0.15,0.01344,0.99191,0.98642
14371,1.4,0.6,0.01,1.04857,0.79341,0.8898
10213,0.8,0.8,0.05,1.04795,1.1605,1.18664
15004,1.5,0.5,0.01,1.49725,0.68913,0.84256
12542,1.2,0.2,0.1,0.76677,0.9238,0.9601
12362,1.1,0.7,0.15,2.10112,1.02644,1.05221
7143,0.6,0.2,0.15,0.49456,0.95959,1.13561
15677,1.6,0.4,0.1,1.64126,0.64618,0.81377
8985,0.7,0.3,0.1,2.6944,0.99817,1.13905
16691,1.7,0.7,0.1,2.55262,0.79066,0.83288
6251,0.55,0.2,0.1,2.08986,1.04583,1.09489
12874,1.2,0.5,0.2,0.15591,1.1102,1.0985
13792,1.3,0.7,0.1,2.39482,0.92321,0.96846
16947,1.8,0.3,0.05,0.02103,0.84499,0.84466
3918,0.4,0.5,0.01,1.80796,1.25852,1.27351
2464,0.3,0.7,0.2,1.05085,1.50137,1.57225
17019,1.8,0.3,0.2,1.34247,0.59288,0.76838
3690,0.4,0.3,0.05,2.26966,1.04563,1.16295
12473,1.1,0.8,0.15,2.99996,1.30095,1.28759
12764,1.2,0.4,0.1,2.55011,0.96997,0.99203
8639,0.65,0.7,0.1,1.21037,1.19743,1.21468
16064,1.6,0.8,0.05,2.99825,0.97352,0.97537
14437,1.4,0.6,0.15,1.49619,0.75387,0.88338
16186,1.7,0.2,0.1,2.41548,0.73148,0.79541
960,0.25,0.2,0.5,2.22709,1.04322,1.12541
2528,0.3,0.8,0.05,1.19872,1.55708,1.60579
15649,1.6,0.4,0.05,0.60159,0.79158,0.83522
6612,0.55,0.5,0.05,2.67865,1.04907,1.28591
4650,0.45,0.3,0.2,1.33619,1.13008,1.13413
11831,1.1,0.2,0.15,1.19052,0.95867,0.99555
17428,1.8,0.7,0.15,2.85416,0.84638,0.85021
13345,1.3,0.3,0.05,1.49566,0.79544,0.90564
17977,1.9,0.6,0.1,0.14599,0.83954,0.83966
16345,1.7,0.4,0.05,1.05762,0.66514,0.78907
4453,0.45,0.2,0.1,0.12304,0.86613,1.27111
3524,0.35,0.8,0.3,2.55569,1.40872,1.70195
7916,0.6,0.8,0.15,2.9965,1.31599,1.66478
4883,0.45,0.5,0.15,1.6458,1.24667,1.2394
5917,0.5,0.6,0.2,2.40623,1.17768,1.32518
12373,1.1,0.7,0.2,0.60473,1.11333,1.10995
210,0.2,0.3,0.2,0.03983,0.65392,1.43788
15612,1.6,0.3,0.2,1.33316,0.66488,0.81766
4492,0.45,0.2,0.15,2.88524,0.85781,1.20524
13943,1.3,0.8,0.2,2.99979,1.16011,1.13946
6618,0.55,0.5,0.1,0.46209,1.05247,1.28744
1014,0.25,0.3,0.1,0.91028,1.09536,1.21901
10152,0.8,0.7,0.15,1.35236,1.15358,1.14723
16488,1.7,0.5,0.15,0.45256,0.80814,0.82978
267,0.2,0.4,0.05,2.24921,1.20924,1.36085
5488,0.5,0.3,0.1,1.06027,1.07925,1.13173
1124,0.25,0.4,0.05,1.64415,1.31739,1.31824
7523,0.6,0.5,0.15,0.76238,1.10445,1.21442
9,0.2,0.2,0.01,1.35574,1.14418,1.15702
9429,0.7,0.7,0.2,0.00814,1.32556,1.55688
179,0.2,0.3,0.1,1.64722,1.25206,1.2515
10674,0.9,0.5,0.15,0.89584,1.10133,1.11496
6041,0.5,0.7,0.2,2.11135,1.28201,1.3315
3459,0.35,0.8,0.1,2.25016,1.45444,1.6096
16109,1.6,0.8,0.2,0.29859,0.93556,0.92954
2310,0.3,0.6,0.15,0.06718,0.99533,1.7821
18709,2.0,0.6,0.15,2.8484,0.7763,0.78238
1652,0.25,0.8,0.1,2.09464,1.68165,1.789
14855,1.5,0.3,0.15,1.19741,0.71835,0.84307
2186,0.3,0.5,0.15,0.28954,0.95324,1.48711
6348,0.55,0.3,0.05,0.89591,1.04614,1.13214
14809,1.5,0.3,0.05,0.59899,0.82216,0.86269
16544,1.7,0.6,0.01,2.54955,0.77607,0.82151
12667,1.2,0.3,0.15,0.60537,0.95886,0.98006
17315,1.8,0.6,0.15,1.64611,0.57863,0.76742
11128,1.0,0.2,0.2,2.86238,1.13115,1.12556
10622,0.9,0.5,0.01,2.54772,1.09879,1.13785
12245,1.1,0.6,0.15,0.30153,1.15023,1.14505
14789,1.5,0.3,0.01,0.74732,0.78962,0.85038
12485,1.1,0.8,0.2,1.65156,1.00503,1.03285
11143,1.0,0.3,0.01,1.95146,1.05067,1.05065
10398,0.9,0.3,0.01,0.45289,1.06043,1.10556
17085,1.8,0.4,0.1,1.79852,0.58595,0.76328
8339,0.65,0.5,0.01,0.27741,1.07235,1.29799
12979,1.2,0.6,0.2,0.15525,1.14538,1.13045
10667,0.9,0.5,0.1,2.99725,1.20153,1.26109
6156,0.5,0.8,0.2,0.45851,1.2649,1.56203
10051,0.8,0.6,0.15,1.94868,1.13449,1.13925
17726,1.9,0.3,0.2,0.3109,0.7815,0.78941
5310,0.45,0.8,0.3,2.70624,1.29722,1.61763
15379,1.5,0.8,0.15,1.05428,0.76626,0.8683
6802,0.55,0.6,0.2,2.83201,1.11509,1.41117
16741,1.7,0.8,0.05,0.6009,0.79299,0.83984
14211,1.4,0.4,0.1,2.24821,0.81094,0.88356
6449,0.55,0.4,0.01,0.26636,0.97579,1.26786
1561,0.25,0.7,0.2,1.0513,1.60359,1.68279
6003,0.5,0.7,0.1,2.71778,1.17506,1.49328
3814,0.4,0.4,0.05,1.9552,1.1749,1.21166
18800,2.0,0.7,0.15,0.75497,0.67309,0.74296
16655,1.7,0.7,0.05,0.29759,0.86393,0.87557
13705,1.3,0.6,0.15,1.94337,0.84136,0.93072
12975,1.2,0.6,0.15,2.70324,1.04518,1.05124
1629,0.25,0.8,0.05,1.8048,1.6776,1.69734
281,0.2,0.4,0.1,1.2092,1.32852,1.36833
15268,1.5,0.7,0.15,0.1528,1.00429,0.99774
10488,0.9,0.3,0.2,1.3567,1.0669,1.06128
12325,1.1,0.7,0.05,2.8482,1.17753,1.18057
6903,0.55,0.7,0.15,2.24543,1.23517,1.32424
14225,1.4,0.4,0.15,1.18979,0.77264,0.88123
7464,0.6,0.5,0.01,1.34431,1.16231,1.17185
16999,1.8,0.3,0.15,1.50593,0.57464,0.76595
6160,0.5,0.8,0.2,1.05009,1.32056,1.36259
9968,0.8,0.5,0.2,2.10526,1.11087,1.12437
1681,0.25,0.8,0.2,0.1472,1.29062,2.35927
6507,0.55,0.4,0.1,2.67387,0.99806,1.21946
15470,1.6,0.2,0.1,2.11405,0.70263,0.81362
6188,0.5,0.8,0.3,2.09074,1.34965,1.35694
13151,1.2,0.8,0.1,0.75248,1.00187,1.03605
16275,1.7,0.3,0.15,0.01996,0.87974,0.87613
8134,0.65,0.3,0.1,1.07692,1.0705,1.1063
4035,0.4,0.6,0.01,0.43977,1.0944,1.46398
117,0.2,0.2,0.3,1.78516,1.15016,1.15006
5609,0.5,0.4,0.1,0.27478,0.95811,1.28585
3847,0.4,0.4,0.15,0.58955,1.01172,1.25002
18685,2.0,0.6,0.1,2.40508,0.66761,0.7375
11071,1.0,0.2,0.1,0.60496,1.07436,1.07303
5123,0.45,0.7,0.1,3.00277,1.19369,1.73985
1826,0.3,0.2,0.2,3.01555,0.73912,1.29393
8821,0.65,0.8,0.3,0.15326,1.35683,1.59506
15719,1.6,0.4,0.2,1.64126,0.65446,0.81807
15678,1.6,0.4,0.1,1.8034,0.65792,0.81379
6792,0.55,0.6,0.2,1.3398,1.23554,1.22859
5207,0.45,0.8,0.01,2.98457,1.27584,1.8586
7825,0.6,0.7,0.3,1.95915,1.25791,1.23813
10023,0.8,0.6,0.1,0.90131,1.12617,1.16465
13581,1.3,0.5,0.1,2.25391,0.87382,0.93472
6821,0.55,0.6,0.3,2.543,1.15612,1.31334
3875,0.4,0.4,0.2,1.65249,1.21674,1.2064
75,0.2,0.2,0.15,1.78516,1.14445,1.15401
13714,1.3,0.6,0.2,0.15419,1.08583,1.07231
9787,0.8,0.4,0.05,0.14425,1.10564,1.23182
3056,0.35,0.5,0.05,1.6545,1.31423,1.31524
10905,0.9,0.7,0.2,0.8998,1.15985,1.16171
2839,0.35,0.3,0.15,0.57818,0.94512,1.19516
18215,1.9,0.8,0.2,1.19358,0.59913,0.75041
1846,0.3,0.2,0.3,2.90139,0.76795,1.23818
18263,2.0,0.2,0.05,2.09418,0.58487,0.71898
8309,0.65,0.4,0.2,2.08677,1.1032,1.13446
18491,2.0,0.4,0.15,1.65899,0.5189,0.72557
13519,1.3,0.4,0.2,2.40376,0.90158,0.93944
6893,0.55,0.7,0.15,0.7381,1.21316,1.35478
11872,1.1,0.3,0.01,1.06188,0.96491,0.99975
4070,0.4,0.6,0.05,2.5538,1.1541,1.43374
5279,0.45,0.8,0.2,1.19153,1.36399,1.37624
4651,0.45,0.3,0.2,1.49329,1.13998,1.13289
17072,1.8,0.4,0.05,2.99666,0.84293,0.84547
4401,0.4,0.8,0.3,1.8039,1.45056,1.40161
2578,0.3,0.8,0.15,2.39749,1.51842,1.77903
9777,0.8,0.4,0.01,1.79478,1.08245,1.08728
14354,1.4,0.5,0.2,1.65848,0.75657,0.8825
10476,0.9,0.3,0.15,2.70958,1.0761,1.11826
2927,0.35,0.4,0.05,1.18832,1.20162,1.24066
3488,0.35,0.8,0.2,0.30547,1.27966,1.87129
14603,1.4,0.8,0.05,1.1964,0.77858,0.89272
4892,0.45,0.5,0.15,2.9741,1.00763,1.45341
13539,1.3,0.5,0.01,2.25391,0.86595,0.92914
3504,0.35,0.8,0.2,2.71256,1.30964,1.77373
5509,0.5,0.3,0.15,1.06027,1.08091,1.13084
9396,0.7,0.7,0.1,1.35195,1.17573,1.17779
9677,0.8,0.3,0.01,2.5521,1.02414,1.10003
6773,0.55,0.6,0.15,1.64697,1.23478,1.22572
10642,0.9,0.5,0.05,2.40219,1.094,1.1235
15695,1.6,0.4,0.15,1.20885,0.67925,0.8171
7971,0.65,0.2,0.01,1.80314,1.07005,1.07839
1809,0.3,0.2,0.2,0.4393,0.82449,1.15496
14399,1.4,0.6,0.05,2.10641,0.80125,0.89577
17559,1.9,0.2,0.05,0.45903,0.73185,0.76017
1603,0.25,0.8,0.01,1.04622,1.67026,1.78596
137,0.2,0.3,0.01,1.64722,1.24907,1.2508
677,0.2,0.7,0.2,0.74635,1.58685,1.87094
6985,0.55,0.8,0.05,1.95503,1.26907,1.30061
13208,1.2,0.8,0.2,2.99894,1.22703,1.20459
12318,1.1,0.7,0.05,1.80228,0.9849,1.02902
1861,0.3,0.2,0.5,1.96243,1.11152,1.11604
598,0.2,0.7,0.01,1.49823,1.79336,1.79555
1725,0.3,0.2,0.01,0.4393,0.8212,1.15605
8176,0.65,0.3,0.2,1.07692,1.07532,1.10509
6723,0.55,0.6,0.05,0.45851,1.11081,1.36328
15675,1.6,0.4,0.1,1.3375,0.65814,0.81397
7545,0.6,0.5,0.2,0.90648,1.1337,1.20049
769,0.2,0.8,0.15,1.94543,1.87326,1.91725
11986,1.1,0.4,0.01,2.40016,1.00729,1.02825
12585,1.2,0.2,0.2,0.91546,0.91369,0.95897
8635,0.65,0.7,0.1,0.61089,1.1769,1.32459
11668,1.0,0.8,0.01,1.95023,1.11456,1.1145
9510,0.7,0.8,0.1,2.69798,1.22392,1.39318
12531,1.2,0.2,0.05,2.26339,0.90699,0.95311
710,0.2,0.8,0.01,2.54561,1.5876,2.07521
2465,0.3,0.7,0.2,1.19758,1.5224,1.54504
10690,0.9,0.5,0.2,0.14379,1.2096,1.25776
13137,1.2,0.8,0.05,1.805,0.89962,0.97852
8548,0.65,0.6,0.2,0.1381,1.18349,1.43694
17106,1.8,0.4,0.15,1.79852,0.58794,0.7635
16142,1.7,0.2,0.01,2.11805,0.66121,0.77748
10590,0.9,0.4,0.2,0.90617,1.08345,1.09305
5803,0.5,0.5,0.3,1.03934,1.1901,1.22048
3165,0.35,0.6,0.01,2.24093,1.29283,1.43348
753,0.2,0.8,0.1,2.69264,1.49077,2.16392
12657,1.2,0.3,0.1,2.24465,0.9115,0.95802
11928,1.1,0.3,0.15,0.01501,1.13295,1.12824
17308,1.8,0.6,0.15,0.60312,0.75413,0.79639
6288,0.55,0.2,0.2,1.33989,1.08397,1.0887
8730,0.65,0.8,0.01,2.24804,1.21307,1.29356
12655,1.2,0.3,0.1,1.96027,0.88517,0.95309
11904,1.1,0.3,0.05,2.6955,1.03727,1.04534
5717,0.5,0.5,0.05,0.76417,1.10759,1.25278
8748,0.65,0.8,0.05,1.79649,1.20522,1.2126
1930,0.3,0.3,0.1,2.81624,0.82058,1.25233
10071,0.8,0.6,0.2,1.79795,1.14389,1.13212
4501,0.45,0.2,0.2,1.0847,1.05823,1.10457
1728,0.3,0.2,0.01,0.88547,1.01326,1.13486
2000,0.3,0.4,0.01,0.73827,1.09177,1.2969
17770,1.9,0.4,0.05,0.59772,0.70987,0.75708
4755,0.45,0.4,0.15,1.33353,1.17942,1.18615
16891,1.8,0.2,0.15,1.06523,0.63496,0.76442
18914,2.0,0.8,0.2,2.10115,0.61105,0.73461
8058,0.65,0.2,0.2,2.30083,1.02447,1.09794
492,0.2,0.6,0.05,1.34821,1.66288,1.68136
7882,0.6,0.8,0.1,1.05249,1.23975,1.28747
14656,1.4,0.8,0.15,2.85415,1.02391,1.02274
1254,0.25,0.5,0.05,2.25545,1.28043,1.43893
11905,1.1,0.3,0.05,2.85624,1.06828,1.07149
177,0.2,0.3,0.1,1.33893,1.23589,1.24975
15440,1.6,0.2,0.05,0.76578,0.75149,0.81921
13520,1.3,0.4,0.2,2.55278,0.92677,0.94901
6958,0.55,0.8,0.01,1.03816,1.25888,1.32279
5416,0.5,0.2,0.2,2.89435,0.88894,1.20032
11997,1.1,0.4,0.05,0.90288,0.99062,1.01841
4803,0.45,0.4,0.3,2.2431,1.11551,1.19637
5423,0.5,0.2,0.3,0.73509,0.98856,1.11667
18718,2.0,0.6,0.2,1.04619,0.60098,0.72771
17240,1.8,0.5,0.2,2.99583,0.87096,0.86336
4922,0.45,0.5,0.3,1.18563,1.23417,1.23611
12446,1.1,0.8,0.1,2.10402,1.03039,1.06123
13936,1.3,0.8,0.2,1.952,0.86657,0.94664
6097,0.5,0.8,0.05,1.05009,1.29559,1.36215
1806,0.3,0.2,0.2,0.12571,0.73929,1.29446
2405,0.3,0.7,0.05,1.64955,1.52998,1.53049
1179,0.25,0.4,0.2,0.42838,0.91775,1.32043
2701,0.35,0.2,0.15,1.96836,1.08152,1.11722
4767,0.45,0.4,0.2,0.06942,0.96215,1.41346
3273,0.35,0.6,0.3,2.68763,1.12766,1.48358
18291,2.0,0.2,0.2,0.02912,0.81998,0.81606
15052,1.5,0.5,0.1,2.39605,0.80902,0.86831
5407,0.5,0.2,0.2,1.53433,1.09754,1.09239
5150,0.45,0.7,0.2,0.74603,1.26864,1.43484
3300,0.35,0.7,0.05,0.45617,1.20514,1.63656
13965,1.4,0.2,0.05,0.02528,0.97439,0.97417
487,0.2,0.6,0.05,0.59278,1.2764,1.67045
13692,1.3,0.6,0.15,0.00818,1.08283,1.07381
17169,1.8,0.5,0.05,1.79855,0.58401,0.76205
2314,0.3,0.6,0.15,0.61106,1.21943,1.53066
2890,0.35,0.3,0.3,1.95772,1.14219,1.16122
6886,0.55,0.7,0.1,2.84789,1.17731,1.51233
11742,1.0,0.8,0.2,0.44787,1.28229,1.25689
4721,0.45,0.4,0.05,2.53819,1.01533,1.23259
8414,0.65,0.5,0.15,2.09954,1.13333,1.17108
13536,1.3,0.5,0.01,1.79578,0.809,0.91462
4496,0.45,0.2,0.2,0.25568,0.85944,1.20522
82,0.2,0.2,0.15,2.88035,0.68823,1.20844
6882,0.55,0.7,0.1,2.24543,1.22758,1.32329
12324,1.1,0.7,0.05,2.69798,1.12275,1.13069
13443,1.3,0.4,0.05,0.44318,0.95054,0.96867
5595,0.5,0.4,0.05,1.34645,1.15666,1.16693
778,0.2,0.8,0.2,0.1586,1.19338,2.32615
7667,0.6,0.6,0.2,0.30176,1.12945,1.38504
8752,0.65,0.8,0.05,2.40658,1.21294,1.33298
14733,1.5,0.2,0.1,1.78599,0.69479,0.83819
8723,0.65,0.8,0.01,1.20807,1.20287,1.22573
3807,0.4,0.4,0.05,0.88921,1.10801,1.2255
1087,0.25,0.3,0.3,2.40787,1.03441,1.22016
6293,0.55,0.2,0.2,2.08986,1.04953,1.09469
16102,1.6,0.8,0.15,2.4016,0.80326,0.86143
10792,0.9,0.6,0.15,2.8498,1.20734,1.25598
2494,0.3,0.7,0.3,2.40419,1.43384,1.63728
10693,0.9,0.5,0.2,0.60653,1.1208,1.14559
8655,0.65,0.7,0.15,0.44292,1.18707,1.37865
4405,0.4,0.8,0.3,2.40928,1.40831,1.57261
1773,0.3,0.2,0.1,1.33843,1.11365,1.12611
12637,1.2,0.3,0.05,2.39247,0.93156,0.96739
940,0.25,0.2,0.3,2.37985,0.97758,1.14445
11482,1.0,0.6,0.05,2.39673,1.13713,1.13608
15018,1.5,0.5,0.05,0.45585,0.86885,0.89326
9869,0.8,0.4,0.2,2.99678,1.11585,1.23163
2396,0.3,0.7,0.05,0.28923,1.15878,1.81888
5398,0.5,0.2,0.2,0.11614,0.90539,1.26157
9059,0.7,0.4,0.05,1.19834,1.09285,1.11144
9292,0.7,0.6,0.1,1.50344,1.1625,1.15886
14541,1.4,0.7,0.15,1.3455,0.76728,0.88857
4129,0.4,0.6,0.2,1.94975,1.32134,1.34209
10346,0.9,0.2,0.1,2.09417,1.04393,1.05539
17256,1.8,0.6,0.01,2.25019,0.67632,0.77443
4056,0.4,0.6,0.05,0.43977,1.09605,1.46488
8545,0.65,0.6,0.15,2.84532,1.13924,1.36319
16747,1.7,0.8,0.05,1.50334,0.60948,0.79199
14907,1.5,0.4,0.01,2.70244,0.85577,0.87869
265,0.2,0.4,0.05,1.95005,1.32463,1.37134
14283,1.4,0.5,0.05,0.44369,0.91282,0.93394
3244,0.35,0.6,0.2,1.50075,1.40639,1.38701
11613,1.0,0.7,0.15,0.00401,1.36752,1.35421
17966,1.9,0.6,0.05,1.65147,0.53935,0.73964
622,0.2,0.7,0.05,1.95032,1.76696,1.82851
8640,0.65,0.7,0.1,1.33761,1.19937,1.20358
2032,0.3,0.4,0.05,2.403,1.09326,1.29771
14409,1.4,0.6,0.1,0.45561,0.92545,0.94528
11992,1.1,0.4,0.05,0.1424,1.13271,1.133
12444,1.1,0.8,0.1,1.80317,0.99692,1.03754
14239,1.4,0.4,0.2,0.14539,0.99124,0.98398
6687,0.55,0.5,0.3,1.36782,1.20954,1.18429
15853,1.6,0.6,0.01,2.85336,0.88429,0.89549
2580,0.3,0.8,0.15,2.69606,1.33927,1.85647
12945,1.2,0.6,0.1,1.3467,0.89366,0.9701
14369,1.4,0.6,0.01,0.75305,0.84593,0.90274
14572,1.4,0.7,0.2,2.84843,1.00883,1.00176
15674,1.6,0.4,0.1,1.20885,0.67571,0.81536
976,0.25,0.3,0.01,1.50197,1.21526,1.21659
895,0.25,0.2,0.15,1.95549,1.10421,1.14082
6124,0.5,0.8,0.1,1.95213,1.29869,1.3282
11565,1.0,0.7,0.01,2.25283,1.13339,1.13334
1823,0.3,0.2,0.2,2.52959,0.90989,1.14544
16508,1.7,0.5,0.2,0.29524,0.8555,0.85704
17186,1.8,0.5,0.1,1.21027,0.60839,0.76521
4594,0.45,0.3,0.05,2.38481,1.0102,1.15782
11452,1.0,0.6,0.01,1.04502,1.10242,1.10238
14274,1.4,0.5,0.01,2.2519,0.81714,0.89193
9832,0.8,0.4,0.15,0.60721,1.06214,1.13229
7093,0.6,0.2,0.01,2.40986,0.99216,1.10679
16346,1.7,0.4,0.05,1.20392,0.63776,0.78701
2861,0.35,0.3,0.2,0.75927,1.01978,1.18172
17738,1.9,0.3,0.2,2.0949,0.61964,0.74761
18303,2.0,0.2,0.2,1.80648,0.54064,0.73253
13995,1.4,0.2,0.1,1.35893,0.74322,0.86922
9455,0.7,0.8,0.01,0.74725,1.18719,1.28626
14616,1.4,0.8,0.1,0.00746,1.07248,1.06719
3925,0.4,0.5,0.01,2.85434,0.97608,1.41339
8248,0.65,0.4,0.05,2.38939,1.05593,1.15698
10006,0.8,0.6,0.05,1.50298,1.12694,1.12636
11669,1.0,0.8,0.01,2.10383,1.12917,1.12911
1405,0.25,0.6,0.1,2.85275,1.04704,1.70977
394,0.2,0.5,0.1,2.40173,1.25872,1.51045
2025,0.3,0.4,0.05,1.35149,1.25972,1.27288
4082,0.4,0.6,0.1,1.19096,1.31136,1.3472
4525,0.45,0.2,0.3,1.53466,1.11075,1.09868
246,0.2,0.4,0.01,2.24921,1.20726,1.35943
12650,1.2,0.3,0.1,1.20685,0.88223,0.95165
1409,0.25,0.6,0.15,0.28819,1.04414,1.69813
10634,0.9,0.5,0.05,1.2014,1.0873,1.0933
6853,0.55,0.7,0.05,1.04355,1.23738,1.29756
12239,1.1,0.6,0.1,2.55074,1.07871,1.08969
5352,0.5,0.2,0.05,2.76006,0.89619,1.16151
2790,0.35,0.3,0.01,2.7058,0.87654,1.20619
12666,1.2,0.3,0.15,0.4418,0.98718,0.9973
